224,20210709_00:28:36,rnzdias,Dont ur back hurts ?,1,6.9684887,8.623433
225,20210709_00:28:38,zoeanzalucca,is the water hot or cold,1,9.631503,7.2437315
226,20210709_00:28:45,littlemagicbeast,are u from Dallas or Austin,1,6.4456024,5.853441
227,20210709_00:28:47,taonip,Do it toot toot?,1,5.7987785,6.74544
228,20210709_00:28:49,frankluk_,non ti arrendi mai tu eh,1,7.6206355,8.381322
229,20210709_00:28:59,huskyruss,SMOL peepee gang wya?,1,6.9133315,6.1567593
230,20210709_00:29:00,thomas_england,hey wanna hangout? I respectr,1,7.701755,7.524399
231,20210709_00:29:01,marfewz,Have you ever camped ??,1,-4.3235035,0.53539664
232,20210709_00:29:05,taejjindda,You are so sexy,2,9.224627,6.1073256
233,20210709_00:29:08,mnamkaaaa,do you play league of legends?,1,7.4725933,8.833092
234,20210709_00:29:12,chico_purga_7u7,que dijo?,1,5.370847,7.1354403
235,20210709_00:29:13,game_seek,any updat on your 2nd ranch for the doggos??,1,6.437373,8.147299
236,20210709_00:29:14,magooies,YO THOMAS ENGLAND IS IN CHAT,1,6.8510833,5.585215
237,20210709_00:29:37,potatosloth123,CAN YOU DO A SPIN CAN YOU DO A SPIN CAN YOU DO A SPIN CAN YOU DO A SPIN CAN YOU DO A SPIN CAN YOU DO A SPIN,1,7.1532426,9.23876
238,20210709_00:29:43,chuckkid3,Will you see black widow?,1,7.951854,8.561419
239,20210709_00:29:53,littlemagicbeast,ARE U FROM DALLAS?,1,6.7240157,6.5845184
240,20210709_00:30:05,cartsop,Is that water actually warm?,1,9.557159,7.3181205
241,20210709_00:30:07,littlemagicbeast,DALLAS?,1,6.2778635,6.010815
242,20210709_00:30:07,fecund_loin,U R U,1,7.204086,4.9004703
243,20210709_00:30:10,nyuszika99,u liket league of legends?,1,7.9822783,8.430734
244,20210709_00:30:10,hajkal_,??????????????????,1,5.406789,5.7396126
245,20210709_00:30:10,maloey,the amount of deleted messages is insane,1,7.4527802,6.620351
246,20210709_00:30:15,littlemagicbeast,AUSTIN?,1,5.684283,6.027414
247,20210709_00:30:21,moonpoy,can I hold your hand?,1,6.44632,8.617496
248,20210709_00:30:22,jhon_thicc,i wanna smack that cake of yours,1,7.91628,6.292412
249,20210709_00:30:28,godhyr,wtf,1,6.5578017,4.3819833
250,20210709_00:30:30,thevulkanhestan,you think you can be usefull for many people? In any way?,1,7.007742,8.578066
251,20210709_00:30:31,devourprimary,Can I get vip?,1,6.668463,8.992441
252,20210709_00:30:34,damknix94,so question do you just sit in a blow up pool and talk to people in your bikini??,1,7.9939537,8.535694
253,20210709_00:30:36,coughingmcpay,@Amouranth will you go to Mayas Sanctuary?,1,7.2502,7.4442043
254,20210709_00:30:36,taonip,DO YOU WANNA PLAY SEA WORLD TYCOON 2 WITH ME PLEASE BABE,1,7.2684183,8.917758
255,20210709_00:30:38,jesuspika32,pinpepino????,1,6.2282543,6.696382
256,20210709_00:30:43,benkesh,do you go to a therapist?,1,7.303077,7.829296
257,20210709_00:30:44,clocked1x,this is the most down bad chat I have seen,0,8.016394,6.326262
258,20210709_00:30:50,rapid_999,Cringe???????,1,5.4594817,5.8000636
259,20210709_00:30:58,john_blaze_42,Man i really wanna go to a gun range . I haven hsot any targets in YEARS .,1,7.885519,6.646071
260,20210709_00:31:06,fecund_loin,U R U,1,7.1523366,4.818516
261,20210709_00:31:08,oboy666,tu veux tasseoir sur mon cornichon?,1,7.3864493,8.630369
262,20210709_00:31:12,queenofspuds,Discord?,1,5.595675,6.205364
263,20210709_00:31:28,lydiian,u from Jamaica? Kappa,1,5.925568,5.9600453
264,20210709_00:31:40,shakazoolahh,anyone else like zornhub?,1,7.4202285,7.0412216
265,20210709_00:31:45,king0flidl,can you loose some wait pls?,1,6.8540177,8.778325
266,20210709_00:32:00,414ufo,ARE YOU FOR ENGLAND OR ITALY?,1,7.11113,6.9982734
267,20210709_00:32:21,jhon_thicc,if you ever need a booty massage just call me,1,7.603345,8.041859
268,20210709_00:32:23,hoolaloopa,England out on penalties lol,1,7.5561657,6.337601
269,20210709_00:32:35,marfewz,Have you ever camped ?,1,-4.3437667,0.51513404
270,20210709_00:32:41,suliese,u r so guzel be,1,7.575211,5.9175577
271,20210709_00:32:43,axetr00,do you shave?,1,8.209375,8.569645
272,20210709_00:33:03,nnydust,is she bored?,1,6.5101905,8.169105
273,20210709_00:33:04,tusharjr10,Single?,1,5.6937737,5.9491453
274,20210709_00:33:07,plazye,Do you know any other languages.?,1,5.949972,7.534178
275,20210709_00:33:15,traumaticsocks,favourite quote from this chat is ‘you are fat’,1,7.748446,6.445974
276,20210709_00:33:18,thevulkanhestan,?,1,6.2019434,6.2756686
277,20210709_00:33:25,dodiesbriefs,Is your name Microsoft? Cause I wanna crash at your place,1,7.4961715,7.413949
278,20210709_00:33:35,fecund_loin,U do U,1,7.1367145,4.948042
279,20210709_00:33:37,24k_zafwashere,Pronouns?,1,5.82722,6.4030514
280,20210709_00:33:38,winterwhale,Godhyr still here? :D,1,7.0063434,7.202448
281,20210709_00:33:44,sxmii__,u do porn?,1,7.7187066,7.208608
282,20210709_00:33:49,danzig75,is your name homework?,1,6.2901564,8.375712
283,20210709_00:33:59,vexor_______,qe?,1,5.490402,6.698166
284,20210709_00:34:01,hoolaloopa,a big bank account is better than Jesus,1,7.576692,6.4935236
285,20210709_00:34:05,gringish,Can I get your onlyfans with PayPal?,1,6.8625064,8.874382
286,20210709_00:34:07,myrthe2036,hi you are really pretty,2,9.259649,5.923223
287,20210709_00:34:12,galaxietv_,subathon soon ??,1,5.892468,5.9310255
288,20210709_00:34:22,garcellito_097,wtf,1,6.5048733,4.345332
289,20210709_00:34:43,grafiticool845,Wanna get free follows? Go to *** (views DOT . run) and u can be famous!,1,6.773094,8.357834
290,20210709_00:34:55,groushx,bonito tu pelo amiga,1,8.589418,6.781552
291,20210709_00:35:01,cuhhhgg,marry me,1,6.752911,6.0262117
292,20210709_00:35:19,marfewz,Have you ever camped ?,1,-4.329967,0.528987
293,20210709_00:35:40,anonymous_91v,green warm,1,7.437037,5.2508993
294,20210709_00:35:45,zeetswyd,Algún español? Xd,1,6.5585446,6.208215
295,20210709_00:35:49,kiolokilo,so big a$$,1,7.9130135,5.223286
296,20210709_00:35:53,greentrashcan,wait do you have multiple pickle ricks?,1,5.8872046,9.195919
297,20210709_00:36:10,yogamer_ntb,is that permanent ink?,1,6.0061603,6.8823667
298,20210709_00:36:13,hola_my_amigos,can you shake your ass,0,8.398797,8.092075
299,20210709_00:36:22,t1r4n0puch1,te puedo tocar una teta?,1,7.202056,8.780967
300,20210709_00:36:24,al3111,your ass is broken,0,8.275185,5.4976215
301,20210709_00:36:30,symphony_baritone,hmmmm,1,5.4944863,5.957629
302,20210709_00:36:31,ricardomil0os,???,1,5.6302133,6.1646113
303,20210709_00:36:40,skartotv,did u guys type with one hand?,1,6.5037785,8.391774
304,20210709_00:36:47,symphony_baritone,Ammo r SMART,1,7.1620083,5.3535566
305,20210709_00:36:52,fecund_loin,TBF U R ace,1,7.2766976,5.106823
306,20210709_00:37:00,mladylana,do you like Jesus?,1,7.9774237,8.149559
307,20210709_00:37:04,krolatin,Or 100k views Hmm,1,6.2947655,6.0887337
308,20210709_00:37:05,paintrains_,Does this ass fart ?,0,8.628803,7.3918505
309,20210709_00:37:15,prodicate_,Do it fart doe?,1,8.785785,7.4497433
310,20210709_00:37:29,lix_the_goat,hi I wanna see your hourse,1,7.498416,7.9096923
311,20210709_00:37:30,two7ven,SAY HI TO MISHA YABLUNOVSKIY,1,6.719388,5.78068
312,20210709_00:37:35,clxssic22,is your a## real?,1,8.082948,8.017035
313,20210709_00:37:38,hristoe,Any gifters in chat? LUL,1,6.968975,6.388391
314,20210709_00:38:01,joaoperaro,do you was popular in the high school?,1,8.437687,8.3352
315,20210709_00:38:14,dondonthedragon,There are so many s¡MPs here,1,7.477511,6.4415298
316,20210709_00:38:22,iralideadshot1,can u ride my cucumber?,1,6.695486,9.212736
317,20210709_00:38:36,theevertonian,surely you get banned for this?,1,6.0455446,7.785286
318,20210709_00:38:54,2ocho3,cuantos bits y perreas?,1,6.202124,8.099997
319,20210709_00:38:59,dannyc_14,you are so sexy,2,9.142427,6.166113
320,20210709_00:39:04,skartotv,no is not gonna ban twitch give her feature u can see there is a hot tub section,1,8.499736,6.9812617
321,20210709_00:39:10,taonip,AMOURANTH YOU ARE CUTER THAN THAT DUMB ASS CROC,1,7.733653,6.30609
322,20210709_00:39:19,4proplayer,you are so sexy,2,9.137854,6.1800213
323,20210709_00:39:20,thezodiac2000,is this all u do?,1,5.138007,7.5126348
